REGIONE;PROVINCIA;COMUNE;RAGIONE SOCIALE;PARTITA IVA;ID_SOGGETTO;INDIRIZZO;SITO WEB;NUMERO DI PRONTO INTERVENTO;STATO;TIPO GAS;CODICE PDR
Veneto;VI;Valdagno;AP RETI GAS S.P.A.;04802420267;25420;Via VERIZZO 1030 - Pieve di Soligo ( Treviso );http://www.apretigas.it;800984040;Attivo;Gas naturale;6160
Veneto;VI;Velo d'Astico;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Veneto;VI;Vicenza;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Veneto;VI;Villaverla;V-RETI S.P.A.;03178060236;301;Contrà Pedemuro San Biagio 72 - Vicenza ( Vicenza );http://www.v-reti.it;800107590;Attivo;Gas naturale;1161
Veneto;VR;Angiari;GIGAS RETE SRL;03752430961;682;Via Carducci 2 - Lodi ( Lodi );http://www.gigasrete.it;800114952;Attivo;Gas naturale;1515
Veneto;VR;Brentino Belluno;NOVARETI SPA;01405600220;992;Via Manzoni  24 - Rovereto ( Trento );https://www.novareti.eu/content/home;800289423;Attivo;Gas naturale;0799
Veneto;VR;Bussolengo;V-RETI S.P.A.;03178060236;301;Contrà Pedemuro San Biagio 72 - Vicenza ( Vicenza );http://www.v-reti.it;800107590;Attivo;Gas naturale;1161
Veneto;VR;Cazzano di Tramigna;UNISERVIZI S.P.A.;03360110237;553;Via VIA L. PIRANDELLO 3/N 3/N - San Bonifacio ( Verona );http://www.uniservizispa.it;800910860;Attivo;Gas naturale;1521
Veneto;VR;Concamarise;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Veneto;VR;Fumane;EROGASMET S.P.A.;13171830154;380;Via Vittorio Emanuele II 4/28 - Roncadelle ( Brescia );http://www.erogasmet.it;800904240;Attivo;Gas naturale;0050
Veneto;VR;Montecchia di Crosara;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Veneto;VR;San Pietro di Morubio;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Veneto;VR;San Pietro in Cariano;EROGASMET S.P.A.;13171830154;380;Via Vittorio Emanuele II 4/28 - Roncadelle ( Brescia );http://www.erogasmet.it;800904240;Attivo;Gas naturale;0050
Veneto;VR;Sanguinetto;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Veneto;VR;Torri del Benaco;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Veneto;VR;Verona;V-RETI S.P.A.;03178060236;301;Contrà Pedemuro San Biagio 72 - Vicenza ( Vicenza );http://www.v-reti.it;800107590;Attivo;Gas naturale;1161
Veneto;VR;Villa Bartolomea;GIGAS RETE SRL;03752430961;682;Via Carducci 2 - Lodi ( Lodi );http://www.gigasrete.it;800114952;Attivo;Gas naturale;1515
Veneto;VR;Villafranca di Verona;V-RETI S.P.A.;03178060236;301;Contrà Pedemuro San Biagio 72 - Vicenza ( Vicenza );http://www.v-reti.it;800107590;Attivo;Gas naturale;1161
Veneto;VR;Zimella;UNISERVIZI S.P.A.;03360110237;553;Via VIA L. PIRANDELLO 3/N 3/N - San Bonifacio ( Verona );http://www.uniservizispa.it;800910860;Attivo;Gas naturale;1521
Abruzzo;AQ;Carapelle Calvisio;MEDITERRANEA ENERGIA;03765640408;2130;Via Luigi Galvani 17/B - Forlì ( Forlì-Cesena );https://www.mediterraneaenergia.net;800050625;Attivo;Gas naturale;2130
Abruzzo;AQ;Collepietro;MEDITERRANEA ENERGIA;03765640408;2130;Via Luigi Galvani 17/B - Forlì ( Forlì-Cesena );https://www.mediterraneaenergia.net;800050625;Attivo;Gas naturale;2130
Abruzzo;AQ;Fagnano Alto;VERDUCCI DISTRIBUZIONE S.R.L.;01501970675;65;Via S.S. 553 PER ATRI - KM. 13+400 - ZONA INDUSTRIALE SNC - Notaresco ( Teramo );http://www.verduccidistribuzione.eu;800469999;Attivo;Gas naturale;0769
Abruzzo;AQ;Lucoli;BEYFIN S.P.A. SOCIETÀ BENEFIT;03876950480;1225;Via VINGONE 94 - Campi Bisenzio ( Firenze );http://www.beyfin.it;800080960;Attivo;GPL;
Abruzzo;AQ;Ofena;MEDITERRANEA ENERGIA;03765640408;2130;Via Luigi Galvani 17/B - Forlì ( Forlì-Cesena );https://www.mediterraneaenergia.net;800050625;Attivo;Gas naturale;2130
Abruzzo;AQ;Ortona dei Marsi;MEDITERRANEA ENERGIA;03765640408;2130;Via Luigi Galvani 17/B - Forlì ( Forlì-Cesena );https://www.mediterraneaenergia.net;800050625;Attivo;Gas naturale;2130
Abruzzo;AQ;Rivisondoli;ADISTRIBUZIONEGAS S.R.L.;01655600664;1030;Via Luigi Galvani 17/A - Forlì ( Forlì-Cesena );http://www.adistribuzionegas.it;800582475;Attivo;Gas naturale;1572
Abruzzo;AQ;Rocca Pia;MEDITERRANEA ENERGIA;03765640408;2130;Via Luigi Galvani 17/B - Forlì ( Forlì-Cesena );https://www.mediterraneaenergia.net;800050625;Attivo;Gas naturale;2130
Abruzzo;AQ;Roccacasale;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Abruzzo;AQ;San Benedetto dei Marsi;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Abruzzo;AQ;Sante Marie;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Abruzzo;AQ;Trasacco;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Abruzzo;AQ;Villavallelonga;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Abruzzo;AQ;Villetta Barrea;ADISTRIBUZIONEGAS S.R.L.;01655600664;1030;Via Luigi Galvani 17/A - Forlì ( Forlì-Cesena );http://www.adistribuzionegas.it;800582475;Attivo;Gas naturale;1572
Abruzzo;CH;Borrello;SANGROGEST S.R.L.;02029550692;1721;Via G.MARCONI 38 - Quadri ( Chieti );http://www.sangrogest.it;800913377;Attivo;Gas naturale;1097
Abruzzo;CH;Castelguidone;ADISTRIBUZIONEGAS S.R.L.;01655600664;1030;Via Luigi Galvani 17/A - Forlì ( Forlì-Cesena );http://www.adistribuzionegas.it;800 134 005;Attivo;Gas naturale;1572
Abruzzo;CH;Fara San Martino;ADISTRIBUZIONEGAS S.R.L.;01655600664;1030;Via Luigi Galvani 17/A - Forlì ( Forlì-Cesena );http://www.adistribuzionegas.it;800 134 005;Attivo;Gas naturale;1572
Abruzzo;CH;Lettopalena;MEDITERRANEA ENERGIA;03765640408;2130;Via Luigi Galvani 17/B - Forlì ( Forlì-Cesena );https://www.mediterraneaenergia.net;800050625;Attivo;Gas naturale;2130
Abruzzo;CH;Monteferrante;MEDITERRANEA ENERGIA;03765640408;2130;Via Luigi Galvani 17/B - Forlì ( Forlì-Cesena );https://www.mediterraneaenergia.net;800050625;Attivo;Gas naturale;2130
Abruzzo;CH;Montelapiano;MEDITERRANEA ENERGIA;03765640408;2130;Via Luigi Galvani 17/B - Forlì ( Forlì-Cesena );https://www.mediterraneaenergia.net;800050625;Attivo;Gas naturale;2130
Abruzzo;CH;Montenerodomo;CARECINA GAS S.R.L.;02135310692;1101;Viale Raffaele Paolucci  3 - Torricella Peligna ( Chieti );http://www.carecina.it;800713826;Attivo;Gas naturale;1556
Abruzzo;CH;Ortona;C.O.GAS S.R.L.;01273110690;1551;Zona Industriale Contrada cucullo snc - Ortona ( Chieti );http://www.cogas.net;800713828;Attivo;Gas naturale;1175
Abruzzo;CH;Paglieta;PUBLIRETI S.R.L.;02034930699;95;Piazza Municipio 1 - Atessa ( Chieti );http://www.publireti.net;800992756;Attivo;Gas naturale;1528
Abruzzo;CH;San Giovanni Lipioni;ADISTRIBUZIONEGAS S.R.L.;01655600664;1030;Via Luigi Galvani 17/A - Forlì ( Forlì-Cesena );http://www.adistribuzionegas.it;800 134 005;Attivo;Gas naturale;1572
Abruzzo;CH;San Salvo;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Abruzzo;CH;Vasto;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Abruzzo;PE;Bolognano;VERDUCCI DISTRIBUZIONE S.R.L.;01501970675;65;Via S.S. 553 PER ATRI - KM. 13+400 - ZONA INDUSTRIALE SNC - Notaresco ( Teramo );http://www.verduccidistribuzione.eu;800469999;Attivo;Gas naturale;0769
Abruzzo;PE;Caramanico Terme;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Abruzzo;PE;Castiglione a Casauria;CONSORZIO GESTIONE RISORSE DELLE VALLI PELIGNA, SUBEQUANA E PESCARA S.R.L.;01530850666;819;Via Roma 2 - Vittorito ( L'Aquila );http://www.cogervap.it;800512618;Attivo;Gas naturale;1148
Abruzzo;PE;Città Sant'Angelo;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Abruzzo;PE;Lettomanoppello;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Abruzzo;PE;Loreto Aprutino;SOCIETA' INTERCOMUNALE GAS SPA;01671350682;1432;Viale RINGA 84 - Penne ( Pescara );http://www.sigspa.com;800314386;Attivo;Gas naturale;1078
Abruzzo;PE;Turrivalignani;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Abruzzo;TE;Alba Adriatica;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Abruzzo;TE;Bisenti;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Abruzzo;TE;Castelli;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Abruzzo;TE;Castilenti;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Abruzzo;TE;Cellino Attanasio;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Abruzzo;TE;Cermignano;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Abruzzo;TE;Civitella del Tronto;INTERLAGA SRL;01041810670;22666;Via GIORGIO ROMANI SNC - Torricella Sicura ( Teramo );http://www.interlaga.it;0861554055;Attivo;Gas naturale;6148
Abruzzo;TE;Montefino;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Abruzzo;TE;Pineto;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Abruzzo;TE;Roseto degli Abruzzi;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Abruzzo;TE;Silvi;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Basilicata;MT;Policoro;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Basilicata;MT;Scanzano Jonico;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Basilicata;MT;Tricarico;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Basilicata;PZ;Armento;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Basilicata;PZ;Barile;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Basilicata;PZ;Castelgrande;S.I.DI.GAS SPA;00573180643;1615;Via Ammaturo 124 15 - Avellino ( Avellino );http://www.sidigas.it;800011911;Attivo;Gas naturale;0243
Basilicata;PZ;Episcopia;MOLISE GESTIONI S.R.L.;00825150709;63;Via Vittorio Emanuele II 4/28 - Roncadelle ( Brescia );https://www.molisegestioni.it;800939319;Attivo;Gas naturale;0778
Basilicata;PZ;Grumento Nova;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Basilicata;PZ;Latronico;MOLISE GESTIONI S.R.L.;00825150709;63;Via Vittorio Emanuele II 4/28 - Roncadelle ( Brescia );https://www.molisegestioni.it;800939319;Attivo;Gas naturale;0778
Basilicata;PZ;Moliterno;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Basilicata;PZ;Muro Lucano;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Basilicata;PZ;Pignola;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Basilicata;PZ;Ripacandida;COSVIM SOC. COOP.;00541090767;1269;Via del Seminario Maggiore 117 - Potenza ( Potenza );http://www.cosvimretegas.it;800528616;Attivo;Gas naturale;0818
Basilicata;PZ;Roccanova;ENILIVE S.P.A.;11403240960;38507;Via Giorgio Ribotta 51 - Roma ( Roma );https://www.enilive.it;800900354;Attivo;GPL;
Basilicata;PZ;Ruvo del Monte;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Basilicata;PZ;San Fele;S.I.DI.GAS SPA;00573180643;1615;Via Ammaturo 124 15 - Avellino ( Avellino );http://www.sidigas.it;800011911;Attivo;Gas naturale;0243
Basilicata;PZ;Sant'Angelo Le Fratte;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Basilicata;PZ;Teana;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Basilicata;PZ;Tolve;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Basilicata;PZ;Tramutola;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Basilicata;PZ;Trivigno;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Basilicata;PZ;Vietri di Potenza;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Calabria;CS;Acquappesa;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Calabria;CS;Cariati;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Calabria;CS;Colosimi;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CS;Figline Vegliaturo;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CS;Francavilla Marittima;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CS;Mandatoriccio;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CS;Mongrassano;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CS;Montalto Uffugo;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CS;Mottafollone;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CS;Rose;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CS;Rota Greca;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CS;San Benedetto Ullano;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CS;San Martino di Finita;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CS;San Nicola Arcella;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Calabria;CS;San Pietro in Amantea;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CS;Santa Sofia d'Epiro;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CS;Scigliano;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CS;Spezzano Albanese;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Calabria;CS;Vaccarizzo Albanese;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CZ;Andali;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Calabria;CZ;Carlopoli;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CZ;Chiaravalle Centrale;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Calabria;CZ;Feroleto Antico;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CZ;Guardavalle;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CZ;Maida;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Calabria;CZ;Martirano;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CZ;Olivadi;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Calabria;CZ;Pianopoli;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CZ;Platania;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;KR;Carfizzi;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Calabria;KR;Mesoraca;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Calabria;KR;San Nicola dell'Alto;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Calabria;RC;Bagnara Calabra;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;RC;Benestare;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;RC;Bova Marina;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Calabria;RC;Calanna;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;RC;Candidoni;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Calabria;RC;Giffone;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Calabria;RC;Oppido Mamertina;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;RC;Platì;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;RC;Polistena;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;RC;Samo;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;RC;Scido;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;RC;Sinopoli;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;RC;Stignano;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;RC;Villa San Giovanni;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;VV;Filogaso;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Calabria;VV;Pizzoni;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Calabria;VV;Rombiolo;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Calabria;VV;San Costantino Calabro;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Calabria;VV;San Nicola da Crissa;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Calabria;VV;Serra San Bruno;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Calabria;VV;Spilinga;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;VV;Tropea;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;VV;Vazzano;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Campania;AV;Aquilonia;METAEDIL S.R.L.;01868640648;50;Via Francesco Tedesco 61 - Avellino ( Avellino );http://www.metaedil.it;800252500;Attivo;Gas naturale;1560
Campania;AV;Lioni;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Campania;AV;Manocalzati;S.I.DI.GAS SPA;00573180643;1615;Via Ammaturo 124 15 - Avellino ( Avellino );http://www.sidigas.it;800011911;Attivo;Gas naturale;0243
Campania;AV;Montecalvo Irpino;S.I.DI.GAS SPA;00573180643;1615;Via Ammaturo 124 15 - Avellino ( Avellino );http://www.sidigas.it;800011911;Attivo;Gas naturale;0243
Campania;AV;Montella;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Campania;AV;Pago del Vallo di Lauro;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
